Text,Class,
 The most complicated treatments allow for the small effects of special relativity and vacuum polarization.,Not Question,
" In the quantum mechanical treatment, the electron in a ground state hydrogen atom has no angular momentum at all—an illustration of how the ""planetary orbit"" conception of electron motion differs from reality",Not Question,
There exist two different spin isomers of hydrogen diatomic molecules that differ by the relative spin of their nuclei,Not Question,
" In the orthohydrogen form, the spins of the two protons are parallel and form a triplet state with a molecular spin quantum number of 1 (1⁄2+1⁄2); in the parahydrogen form the spins are antiparallel and form a singlet with a molecular spin quantum number of 0 (1⁄2–1⁄2).",Not Question,
" At standard temperature and pressure, hydrogen gas contains about 25% of the para form and 75% of the ortho form, also known as the ""normal form"".",Not Question,
" The equilibrium ratio of orthohydrogen to parahydrogen depends on temperature, but because the ortho form is an excited state and has a higher energy than the para form, it is unstable and cannot be purified",Not Question,
" At very low temperatures, the equilibrium state is composed almost exclusively of the para form",Not Question,
" The liquid and gas phase thermal properties of pure parahydrogen differ significantly from those of the normal form because of differences in rotational heat capacities, as discussed more fully in spin isomers of hydrogen",Not Question,
" The ortho/para distinction also occurs in other hydrogen-containing molecules or functional groups, such as water and methylene, but is of little significance for their thermal properties.",Not Question,
" The ortho/para ratio in condensed H2 is an important consideration in the preparation and storage of liquid hydrogen: the conversion from ortho to para is exothermic and produces enough heat to evaporate some of the hydrogen liquid, leading to loss of liquefied material.",Not Question,
" Catalysts for the ortho-para interconversion, such as ferric oxide, activated carbon, platinized asbestos, rare earth metals, uranium compounds, chromic oxide, or some nickel compounds, are used during hydrogen cooling.",Not Question,
"While H2 is not very reactive under standard conditions, it does form compounds with most elements. Hydrogen can form compounds with elements that are more electronegative, such as halogens (e.g., F, Cl, Br, I), or oxygen; in these compounds hydrogen takes on a partial positive charge. When bonded to fluorine, oxygen, or nitrogen, hydrogen can participate in a form of medium-strength noncovalent bonding with other similar molecules between their hydrogens called hydrogen bonding, which is critical to the stability of many biological molecules. Hydrogen also forms compounds with less electronegative elements, such as the metals and metalloids, in which it takes on a partial negative charge. These compounds are often known as hydrides.",Not Question,
"Hydrogen forms a vast array of compounds with carbon called the hydrocarbons, and an even vaster array with heteroatoms that, because of their general association with living things, are called organic compounds. The study of their properties is known as organic chemistry and their study in the context of living organisms is known as biochemistry. By some definitions, ""organic"" compounds are only required to contain carbon. However, most of them also contain hydrogen, and because it is the carbon-hydrogen bond which gives this class of compounds most of its particular chemical characteristics, carbon-hydrogen bonds are required in some definitions of the word ""organic"" in chemistry. Millions of hydrocarbons are known, and they are usually formed by complicated synthetic pathways, which seldom involve elementary hydrogen.",Not Question,
"Compounds of hydrogen are often called hydrides, a term that is used fairly loosely",Not Question,
" The term ""hydride"" suggests that the H atom has acquired a negative or anionic character, denoted H−, and is used when hydrogen forms a compound with a more electropositive element.",Not Question,
" The existence of the hydride anion, suggested by Gilbert N.",Not Question,
" Lewis in 1916 for group I and II salt-like hydrides, was demonstrated by Moers in 1920 by the electrolysis of molten lithium hydride (LiH), producing a stoichiometry quantity of hydrogen at the anode.",Not Question,
" For hydrides other than group I and II metals, the term is quite misleading, considering the low electronegativity of hydrogen.",Not Question,
" An exception in group II hydrides is BeH
2, which is polymeric.",Not Question,
" In lithium aluminium hydride, the AlH−
4 anion carries hydridic centers firmly attached to the Al(III).",Not Question,
"Although hydrides can be formed with almost all main-group elements, the number and combination of possible compounds varies widely; for example, there are over 100 binary borane hydrides known, but only one binary aluminium hydride.",Not Question,
" Binary indium hydride has not yet been identified, although larger complexes exist.",Not Question,
"In inorganic chemistry, hydrides can also serve as bridging ligands that link two metal centers in a coordination complex. This function is particularly common in group 13 elements, especially in boranes (boron hydrides) and aluminium complexes, as well as in clustered carboranes.",Not Question,
"Oxidation of hydrogen removes its electron and gives H+, which contains no electrons and a nucleus which is usually composed of one proton",Not Question,
 That is why H+ is often called a proton,Not Question,
 This species is central to discussion of acids.,Not Question,
" Under the Bronsted-Lowry theory, acids are proton donors, while bases are proton acceptors",Not Question,
"A bare proton, H+, cannot exist in solution or in ionic crystals, because of its unstoppable attraction to other atoms or molecules with electrons. Except at the high temperatures associated with plasmas, such protons cannot be removed from the electron clouds of atoms and molecules, and will remain attached to them. However, the term 'proton' is sometimes used loosely and metaphorically to refer to positively charged or cationic hydrogen attached to other species in this fashion, and as such is denoted ""H+"" without any implication that any single protons exist freely as a species.",Not Question,
"To avoid the implication of the naked ""solvated proton"" in solution, acidic aqueous solutions are sometimes considered to contain a less unlikely fictitious species, termed the ""hydronium ion"" (H
3O+). However, even in this case, such solvated hydrogen cations are more realistically conceived as being organized into clusters that form species closer to H
9O+
4. Other oxonium ions are found when water is in acidic solution with other solvents.",Not Question,
"Although exotic on Earth, one of the most common ions in the universe is the H+
3 ion, known as protonated molecular hydrogen or the trihydrogen cation",Not Question,
"Hydrogen has three naturally occurring isotopes, denoted 1H, 2H and 3H.",Not Question,
" Other, highly unstable nuclei (4H to 7H) have been synthesized in the laboratory but not observed in nature",Not Question,
Hydrogen is the only element that has different names for its isotopes in common use today,Not Question,
" During the early study of radioactivity, various heavy radioactive isotopes were given their own names, but such names are no longer used, except for deuterium and tritium.",Not Question,
" The symbols D and T (instead of 2H and 3H) are sometimes used for deuterium and tritium, but the corresponding symbol for protium, P, is already in use for phosphorus and thus is not available for protium.",Not Question,
" In its nomenclatural guidelines, the International Union of Pure and Applied Chemistry allows any of D, T, 2H, and 3H to be used, although 2H and 3H are preferred",Not Question,
"In 1671, Robert Boyle discovered and described the reaction between iron filings and dilute acids, which results in the production of hydrogen gas",Not Question,
" In 1766, Henry Cavendish was the first to recognize hydrogen gas as a discrete substance, by naming the gas from a metal-acid reaction ""flammable air""",Not Question,
" He speculated that ""flammable air"" was in fact identical to the hypothetical substance called ""phlogiston"" and further finding in 1781 that the gas produces water when burned",Not Question,
 He is usually given credit for its discovery as an element.,Not Question,
" In 1783, Antoine Lavoisier gave the element the name hydrogen (from the Greek ὑδρο- hydro meaning ""water"" and -γενής genes meaning ""creator"") when he and Laplace reproduced Cavendish's finding that water is produced when hydrogen is burned",Not Question,
Lavoisier produced hydrogen for his experiments on mass conservation by reacting a flux of steam with metallic iron through an incandescent iron tube heated in a fire,Not Question,
 Anaerobic oxidation of iron by the protons of water at high temperature can be schematically represented by the set of following reactions:,Not Question,
"Hydrogen was liquefied for the first time by James Dewar in 1898 by using regenerative cooling and his invention, the vacuum flask.",Not Question,
 He produced solid hydrogen the next year.,Not Question,
" Deuterium was discovered in December 1931 by Harold Urey, and tritium was prepared in 1934 by Ernest Rutherford, Mark Oliphant, and Paul Harteck",Not Question,
" Heavy water, which consists of deuterium in the place of regular hydrogen, was discovered by Urey's group in 1932.",Not Question,
" François Isaac de Rivaz built the first de Rivaz engine, an internal combustion engine powered by a mixture of hydrogen and oxygen in 1806.",Not Question,
 Edward Daniel Clarke invented the hydrogen gas blowpipe in 1819.,Not Question,
 The Döbereiner's lamp and limelight were invented in 1823.,Not Question,
"The first hydrogen-filled balloon was invented by Jacques Charles in 1783. Hydrogen provided the lift for the first reliable form of air-travel following the 1852 invention of the first hydrogen-lifted airship by Henri Giffard. German count Ferdinand von Zeppelin promoted the idea of rigid airships lifted by hydrogen that later were called Zeppelins; the first of which had its maiden flight in 1900. Regularly scheduled flights started in 1910 and by the outbreak of World War I in August 1914, they had carried 35,000 passengers without a serious incident. Hydrogen-lifted airships were used as observation platforms and bombers during the war.",Not Question,
"The first non-stop transatlantic crossing was made by the British airship R34 in 1919. Regular passenger service resumed in the 1920s and the discovery of helium reserves in the United States promised increased safety, but the U.S. government refused to sell the gas for this purpose. Therefore, H2 was used in the Hindenburg airship, which was destroyed in a midair fire over New Jersey on 6 May 1937. The incident was broadcast live on radio and filmed. Ignition of leaking hydrogen is widely assumed to be the cause, but later investigations pointed to the ignition of the aluminized fabric coating by static electricity. But the damage to hydrogen's reputation as a lifting gas was already done.",Not Question,
"In the same year the first hydrogen-cooled turbogenerator went into service with gaseous hydrogen as a coolant in the rotor and the stator in 1937 at Dayton, Ohio, by the Dayton Power & Light Co",Not Question,
"; because of the thermal conductivity of hydrogen gas, this is the most common type in its field today.",Not Question,
"The nickel hydrogen battery was used for the first time in 1977 aboard the U.S. Navy's Navigation technology satellite-2 (NTS-2). For example, the ISS, Mars Odyssey and the Mars Global Surveyor are equipped with nickel-hydrogen batteries. In the dark part of its orbit, the Hubble Space Telescope is also powered by nickel-hydrogen batteries, which were finally replaced in May 2009, more than 19 years after launch, and 13 years over their design life.",Not Question,
"Because of its simple atomic structure, consisting only of a proton and an electron, the hydrogen atom, together with the spectrum of light produced from it or absorbed by it, has been central to the development of the theory of atomic structure",Not Question,
" Furthermore, the corresponding simplicity of the hydrogen molecule and the corresponding cation H+
2 allowed fuller understanding of the nature of the chemical bond, which followed shortly after the quantum mechanical treatment of the hydrogen atom had been developed in the mid-1920s",Not Question,
"One of the first quantum effects to be explicitly noticed (but not understood at the time) was a Maxwell observation involving hydrogen, half a century before full quantum mechanical theory arrived. Maxwell observed that the specific heat capacity of H2 unaccountably departs from that of a diatomic gas below room temperature and begins to increasingly resemble that of a monatomic gas at cryogenic temperatures. According to quantum theory, this behavior arises from the spacing of the (quantized) rotational energy levels, which are particularly wide-spaced in H2 because of its low mass. These widely spaced levels inhibit equal partition of heat energy into rotational motion in hydrogen at low temperatures. Diatomic gases composed of heavier atoms do not have such widely spaced levels and do not exhibit the same effect.",Not Question,
"Hydrogen, as atomic H, is the most abundant chemical element in the universe, making up 75% of normal matter by mass and over 90% by number of atoms (most of the mass of the universe, however, is not in the form of chemical-element type matter, but rather is postulated to occur as yet-undetected forms of mass such as dark matter and dark energy).",Not Question,
 This element is found in great abundance in stars and gas giant planets,Not Question,
 Molecular clouds of H2 are associated with star formation.,Not Question,
 Hydrogen plays a vital role in powering stars through the proton-proton reaction and the CNO cycle nuclear fusion,Not Question,
"Throughout the universe, hydrogen is mostly found in the atomic and plasma states whose properties are quite different from molecular hydrogen",Not Question,
" As a plasma, hydrogen's electron and proton are not bound together, resulting in very high electrical conductivity and high emissivity (producing the light from the Sun and other stars)",Not Question,
 The charged particles are highly influenced by magnetic and electric fields,Not Question,
" For example, in the solar wind they interact with the Earth's magnetosphere giving rise to Birkeland currents and the aurora",Not Question,
 Hydrogen is found in the neutral atomic state in the interstellar medium.,Not Question,
 The large amount of neutral hydrogen found in the damped Lyman-alpha systems is thought to dominate the cosmological baryonic density of the Universe up to redshift z=4.,Not Question,
"Under ordinary conditions on Earth, elemental hydrogen exists as the diatomic gas, H2",Not Question,
" However, hydrogen gas is very rare in the Earth's atmosphere (1 ppm by volume) because of its light weight, which enables it to escape from Earth's gravity more easily than heavier gases",Not Question,
" However, hydrogen is the third most abundant element on the Earth's surface, mostly in the form of chemical compounds such as hydrocarbons and water.",Not Question,
" Hydrogen gas is produced by some bacteria and algae and is a natural component of flatus, as is methane, itself a hydrogen source of increasing importance",Not Question,
"A molecular form called protonated molecular hydrogen (H+
3) is found in the interstellar medium, where it is generated by ionization of molecular hydrogen from cosmic rays.",Not Question,
 This charged ion has also been observed in the upper atmosphere of the planet Jupiter,Not Question,
 The ion is relatively stable in the environment of outer space due to the low temperature and density,Not Question,
" H+
3 is one of the most abundant ions in the Universe, and it plays a notable role in the chemistry of the interstellar medium",Not Question,
 Neutral triatomic hydrogen H3 can only exist in an excited form and is unstable.,Not Question,
" By contrast, the positive hydrogen molecular ion (H+
2) is a rare molecule in the universe.",Not Question,
"H
2 is produced in chemistry and biology laboratories, often as a by-product of other reactions; in industry for the hydrogenation of unsaturated substrates; and in nature as a means of expelling reducing equivalents in biochemical reactions.",Not Question,
The electrolysis of water is a simple method of producing hydrogen.,Not Question,
" A low voltage current is run through the water, and gaseous oxygen forms at the anode while gaseous hydrogen forms at the cathode.",Not Question,
 Typically the cathode is made from platinum or another inert metal when producing hydrogen for storage,Not Question,
" If, however, the gas is to be burnt on site, oxygen is desirable to assist the combustion, and so both electrodes would be made from inert metals.",Not Question,
" (Iron, for instance, would oxidize, and thus decrease the amount of oxygen given off",Not Question,
) The theoretical maximum efficiency (electricity used vs.,Not Question,
 energetic value of hydrogen produced) is in the range 80–94%,Not Question,
An alloy of aluminium and gallium in pellet form added to water can be used to generate hydrogen,Not Question,
" The process also produces alumina, but the expensive gallium, which prevents the formation of an oxide skin on the pellets, can be re-used.",Not Question,
" This has important potential implications for a hydrogen economy, as hydrogen can be produced on-site and does not need to be transported",Not Question,
"Hydrogen can be prepared in several different ways, but economically the most important processes involve removal of hydrogen from hydrocarbons. Commercial bulk hydrogen is usually produced by the steam reforming of natural gas. At high temperatures (1000–1400 K, 700–1100 °C or 1300–2000 °F), steam (water vapor) reacts with methane to yield carbon monoxide and H
2.",Not Question,
This reaction is favored at low pressures but is nonetheless conducted at high pressures (2.,Not Question,
"0  MPa, 20 atm or 600 inHg)",Not Question,
" This is because high-pressure H
2 is the most marketable product and Pressure Swing Adsorption (PSA) purification systems work better at higher pressures",Not Question,
" The product mixture is known as ""synthesis gas"" because it is often used directly for the production of methanol and related compounds.",Not Question,
 Hydrocarbons other than methane can be used to produce synthesis gas with varying product ratios,Not Question,
 One of the many complications to this highly optimized technology is the formation of coke or carbon:,Not Question,
"Consequently, steam reforming typically employs an excess of H
2O",Not Question,
" Additional hydrogen can be recovered from the steam by use of carbon monoxide through the water gas shift reaction, especially with an iron oxide catalyst.",Not Question,
 This reaction is also a common industrial source of carbon dioxide:,Not Question,
"Hydrogen is sometimes produced and consumed in the same industrial process, without being separated.",Not Question,
" In the Haber process for the production of ammonia, hydrogen is generated from natural gas.",Not Question,
 Electrolysis of brine to yield chlorine also produces hydrogen as a co-product,Not Question,
"There are more than 200 thermochemical cycles which can be used for water splitting, around a dozen of these cycles such as the iron oxide cycle, cerium(IV) oxide–cerium(III) oxide cycle, zinc zinc-oxide cycle, sulfur-iodine cycle, copper-chlorine cycle and hybrid sulfur cycle are under research and in testing phase to produce hydrogen and oxygen from water and heat without using electricity. A number of laboratories (including in France, Germany, Greece, Japan, and the USA) are developing thermochemical methods to produce hydrogen from solar energy and water.",Not Question,
"Under anaerobic conditions, iron and steel alloys are slowly oxidized by the protons of water concomitantly reduced in molecular hydrogen (H
2). The anaerobic corrosion of iron leads first to the formation of ferrous hydroxide (green rust) and can be described by the following reaction:",Not Question,
"In its turn, under anaerobic conditions, the ferrous hydroxide (Fe(OH)
2 ) can be oxidized by the protons of water to form magnetite and molecular hydrogen. This process is described by the Schikorr reaction:",Not Question,
"In the absence of atmospheric oxygen (O
2), in deep geological conditions prevailing far away from Earth atmosphere, hydrogen (H
2) is produced during the process of serpentinization by the anaerobic oxidation by the water protons (H+) of the ferrous (Fe2+) silicate present in the crystal lattice of the fayalite (Fe
2SiO
4, the olivine iron-endmember).",Not Question,
" The corresponding reaction leading to the formation of magnetite (Fe
3O
4), quartz (SiO
2) and hydrogen (H
2) is the following:",Not Question,
"From all the fault gases formed in power transformers, hydrogen is the most common and is generated under most fault conditions; thus, formation of hydrogen is an early indication of serious problems in the transformer's life cycle",Not Question,
"Large quantities of H
2 are needed in the petroleum and chemical industries.",Not Question,
" The largest application of H
2 is for the processing (""upgrading"") of fossil fuels, and in the production of ammonia.",Not Question,
" The key consumers of H
2 in the petrochemical plant include hydrodealkylation, hydrodesulfurization, and hydrocracking",Not Question,
" H
2 has several other important uses",Not Question,
" H
2 is used as a hydrogenating agent, particularly in increasing the level of saturation of unsaturated fats and oils (found in items such as margarine), and in the production of methanol.",Not Question,
 It is similarly the source of hydrogen in the manufacture of hydrochloric acid,Not Question,
" H
2 is also used as a reducing agent of metallic ores.",Not Question,
"Hydrogen is highly soluble in many rare earth and transition metals and is soluble in both nanocrystalline and amorphous metals. Hydrogen solubility in metals is influenced by local distortions or impurities in the crystal lattice. These properties may be useful when hydrogen is purified by passage through hot palladium disks, but the gas's high solubility is a metallurgical problem, contributing to the embrittlement of many metals, complicating the design of pipelines and storage tanks.",Not Question,
"Apart from its use as a reactant, H
2 has wide applications in physics and engineering",Not Question,
 It is used as a shielding gas in welding methods such as atomic hydrogen welding.,Not Question,
" H2 is used as the rotor coolant in electrical generators at power stations, because it has the highest thermal conductivity of any gas",Not Question,
" Liquid H2 is used in cryogenic research, including superconductivity studies.",Not Question,
" Because H
2 is lighter than air, having a little more than 1⁄14 of the density of air, it was once widely used as a lifting gas in balloons and airships",Not Question,
"In more recent applications, hydrogen is used pure or mixed with nitrogen (sometimes called forming gas) as a tracer gas for minute leak detection.",Not Question,
" Applications can be found in the automotive, chemical, power generation, aerospace, and telecommunications industries.",Not Question,
 Hydrogen is an authorized food additive (E 949) that allows food package leak testing among other anti-oxidizing properties,Not Question,
"Hydrogen's rarer isotopes also each have specific applications. Deuterium (hydrogen-2) is used in nuclear fission applications as a moderator to slow neutrons, and in nuclear fusion reactions. Deuterium compounds have applications in chemistry and biology in studies of reaction isotope effects. Tritium (hydrogen-3), produced in nuclear reactors, is used in the production of hydrogen bombs, as an isotopic label in the biosciences, and as a radiation source in luminous paints.",Not Question,
Hydrogen is commonly used in power stations as a coolant in generators due to a number of favorable properties that are a direct result of its light diatomic molecules,Not Question,
" These include low density, low viscosity, and the highest specific heat and thermal conductivity of all gases.",Not Question,
"Hydrogen is not an energy resource, except in the hypothetical context of commercial nuclear fusion power plants using deuterium or tritium, a technology presently far from development",Not Question,
" The Sun's energy comes from nuclear fusion of hydrogen, but this process is difficult to achieve controllably on Earth",Not Question,
" Elemental hydrogen from solar, biological, or electrical sources require more energy to make it than is obtained by burning it, so in these cases hydrogen functions as an energy carrier, like a battery",Not Question,
" Hydrogen may be obtained from fossil sources (such as methane), but these sources are unsustainable",Not Question,
"The energy density per unit volume of both liquid hydrogen and compressed hydrogen gas at any practicable pressure is significantly less than that of traditional fuel sources, although the energy density per unit fuel mass is higher.",Not Question,
" Nevertheless, elemental hydrogen has been widely discussed in the context of energy, as a possible future carrier of energy on an economy-wide scale",Not Question,
" For example, CO
2 sequestration followed by carbon capture and storage could be conducted at the point of H
2 production from fossil fuels",Not Question,
" Hydrogen used in transportation would burn relatively cleanly, with some NOx emissions, but without carbon emissions",Not Question,
" However, the infrastructure costs associated with full conversion to a hydrogen economy would be substantial.",Not Question,
 Fuel cells can convert hydrogen and oxygen directly to electricity more efficiently than internal combustion engines,Not Question,
"Hydrogen is employed to saturate broken (""dangling"") bonds of amorphous silicon and amorphous carbon that helps stabilizing material properties",Not Question,
" It is also a potential electron donor in various oxide materials, including ZnO, SnO2, CdO, MgO, ZrO2, HfO2, La2O3, Y2O3, TiO2, SrTiO3, LaAlO3, SiO2, Al2O3, ZrSiO4, HfSiO4, and SrZrO3",Not Question,
"H2 is a product of some types of anaerobic metabolism and is produced by several microorganisms, usually via reactions catalyzed by iron- or nickel-containing enzymes called hydrogenases",Not Question,
 These enzymes catalyze the reversible redox reaction between H2 and its component two protons and two electrons,Not Question,
 Creation of hydrogen gas occurs in the transfer of reducing equivalents produced during pyruvate fermentation to water.,Not Question,
 The natural cycle of hydrogen production and consumption by organisms is called the hydrogen cycle,Not Question,
"Water splitting, in which water is decomposed into its component protons, electrons, and oxygen, occurs in the light reactions in all photosynthetic organisms",Not Question,
" Some such organisms, including the alga Chlamydomonas reinhardtii and cyanobacteria, have evolved a second step in the dark reactions in which protons and electrons are reduced to form H2 gas by specialized hydrogenases in the chloroplast.",Not Question,
 Efforts have been undertaken to genetically modify cyanobacterial hydrogenases to efficiently synthesize H2 gas even in the presence of oxygen.,Not Question,
 Efforts have also been undertaken with genetically modified alga in a bioreactor,Not Question,
"Hydrogen poses a number of hazards to human safety, from potential detonations and fires when mixed with air to being an asphyxiant in its pure, oxygen-free form.",Not Question,
" In addition, liquid hydrogen is a cryogen and presents dangers (such as frostbite) associated with very cold liquids.",Not Question,
" Hydrogen dissolves in many metals, and, in addition to leaking out, may have adverse effects on them, such as hydrogen embrittlement, leading to cracks and explosions.",Not Question,
 Hydrogen gas leaking into external air may spontaneously ignite,Not Question,
" Moreover, hydrogen fire, while being extremely hot, is almost invisible, and thus can lead to accidental burns.",Not Question,
Even interpreting the hydrogen data (including safety data) is confounded by a number of phenomena,Not Question,
" Many physical and chemical properties of hydrogen depend on the parahydrogen/orthohydrogen ratio (it often takes days or weeks at a given temperature to reach the equilibrium ratio, for which the data is usually given).",Not Question,
" Hydrogen detonation parameters, such as critical detonation pressure and temperature, strongly depend on the container geometry",Not Question,
"The Space Race was a 20th-century competition between two Cold War rivals, the Soviet Union (USSR) and the United States (US), for supremacy in spaceflight capability.",Not Question,
" It had its origins in the missile-based nuclear arms race between the two nations that occurred following World War II, enabled by captured German rocket technology and personnel.",Not Question,
" The technological superiority required for such supremacy was seen as necessary for national security, and symbolic of ideological superiority",Not Question,
" The Space Race spawned pioneering efforts to launch artificial satellites, unmanned space probes of the Moon, Venus, and Mars, and human spaceflight in low Earth orbit and to the Moon.",Not Question,
" The competition began on August 2, 1955, when the Soviet Union responded to the US announcement four days earlier of intent to launch artificial satellites for the International Geophysical Year, by declaring they would also launch a satellite ""in the near future"".",Not Question,
" The Soviet Union beat the US to this, with the October 4, 1957 orbiting of Sputnik 1, and later beat the US to the first human in space, Yuri Gagarin, on April 12, 1961.",Not Question,
" The Space Race peaked with the July 20, 1969 US landing of the first humans on the Moon with Apollo 11.",Not Question,
" The USSR tried but failed manned lunar missions, and eventually cancelled them and concentrated on Earth orbital space stations.",Not Question,
" A period of détente followed with the April 1972 agreement on a co-operative Apollo–Soyuz Test Project, resulting in the July 1975 rendezvous in Earth orbit of a US astronaut crew with a Soviet cosmonaut crew.",Not Question,
"The Space Race can trace its origins to Germany, beginning in the 1930s and continuing during World War II when Nazi Germany researched and built operational ballistic missiles",Not Question,
" Starting in the early 1930s, during the last stages of the Weimar Republic, German aerospace engineers experimented with liquid-fueled rockets, with the goal that one day they would be capable of reaching high altitudes and traversing long distances",Not Question,
" The head of the German Army's Ballistics and Munitions Branch, Lieutenant Colonel Karl Emil Becker, gathered a small team of engineers that included Walter Dornberger and Leo Zanssen, to figure out how to use rockets as long-range artillery in order to get around the Treaty of Versailles' ban on research and development of long-range cannons",Not Question,
" Wernher von Braun, a young engineering prodigy, was recruited by Becker and Dornberger to join their secret army program at Kummersdorf-West in 1932",Not Question,
" Von Braun had dreams about conquering outer space with rockets, and did not initially see the military value in missile technology.",Not Question,
"During the Second World War, General Dornberger was the military head of the army's rocket program, Zanssen became the commandant of the Peenemünde army rocket centre, and von Braun was the technical director of the ballistic missile program",Not Question,
" They would lead the team that built the Aggregate-4 (A-4) rocket, which became the first vehicle to reach outer space during its test flight program in 1942 and 1943.",Not Question,
" By 1943, Germany began mass-producing the A-4 as the Vergeltungswaffe 2 (""Vengeance Weapon"" 2, or more commonly, V2), a ballistic missile with a 320 kilometers (200 mi) range carrying a 1,130 kilograms (2,490 lb) warhead at 4,000 kilometers per hour (2,500 mph)",Not Question,
" Its supersonic speed meant there was no defense against it, and radar detection provided little warning.",Not Question,
 Germany used the weapon to bombard southern England and parts of Allied-liberated western Europe from 1944 until 1945.,Not Question,
" After the war, the V-2 became the basis of early American and Soviet rocket designs.",Not Question,
"At war's end, American, British, and Soviet scientific intelligence teams competed to capture Germany's rocket engineers along with the German rockets themselves and the designs on which they were based",Not Question,
" Each of the Allies captured a share of the available members of the German rocket team, but the United States benefited the most with Operation Paperclip, recruiting von Braun and most of his engineering team, who later helped develop the American missile and space exploration programs",Not Question,
 The United States also acquired a large number of complete V2 rockets,Not Question,
"The German rocket center in Peenemünde was located in the eastern part of Germany, which became the Soviet zone of occupation",Not Question,
" On Stalin's orders, the Soviet Union sent its best rocket engineers to this region to see what they could salvage for future weapons systems.",Not Question,
 The Soviet rocket engineers were led by Sergei Korolev.,Not Question,
" He had been involved in space clubs and early Soviet rocket design in the 1930s, but was arrested in 1938 during Joseph Stalin's Great Purge and imprisoned for six years in Siberia",Not Question,
" After the war, he became the USSR's chief rocket and spacecraft engineer, essentially the Soviet counterpart to von Braun.",Not Question,
" His identity was kept a state secret throughout the Cold War, and he was identified publicly only as ""the Chief Designer.",Not Question,
""" In the West, his name was only officially revealed when he died in 1966.",Not Question,
"After almost a year in the area around Peenemünde, Soviet officials moved most of the captured German rocket specialists to Gorodomlya Island on Lake Seliger, about 240 kilometers (150 mi) northwest of Moscow. They were not allowed to participate in Soviet missile design, but were used as problem-solving consultants to the Soviet engineers. They helped in the following areas: the creation of a Soviet version of the A-4; work on ""organizational schemes""; research in improving the A-4 main engine; development of a 100-ton engine; assistance in the ""layout"" of plant production rooms; and preparation of rocket assembly using German components. With their help, particularly Helmut Groettrup's group, Korolev reverse-engineered the A-4 and built his own version of the rocket, the R-1, in 1948. Later, he developed his own distinct designs, though many of these designs were influenced by the Groettrup Group's G4-R10 design from 1949. The Germans were eventually repatriated in 1951–53.",Not Question,
"The American professor Robert H. Goddard had worked on developing solid-fuel rockets since 1914, and demonstrated a light battlefield rocket to the US Army Signal Corps only five days before the signing of the armistice that ended World War I. He also started developing liquid-fueled rockets in 1921; yet he had not been taken seriously by the public, and was not sponsored by the government as part of the post-WW II rocket development effort. Von Braun, himself inspired by Goddard's work, was bemused by this when debriefed by his American handlers, asking them, ""Why didn't you just ask Dr. Goddard?""[citation needed]",Not Question,
"Von Braun and his team were sent to the United States Army's White Sands Proving Ground, located in New Mexico, in 1945",Not Question,
 They set about assembling the captured V2s and began a program of launching them and instructing American engineers in their operation.,Not Question,
" These tests led to the first rocket to take photos from outer space, and the first two-stage rocket, the WAC Corporal-V2 combination, in 1949.",Not Question,
" The German rocket team was moved from Fort Bliss to the Army's new Redstone Arsenal, located in Huntsville, Alabama, in 1950.",Not Question,
" From here, von Braun and his team would develop the Army's first operational medium-range ballistic missile, the Redstone rocket, that would, in slightly modified versions, launch both America's first satellite, and the first piloted Mercury space missions",Not Question,
 It became the basis for both the Jupiter and Saturn family of rockets,Not Question,
"In simple terms, the Cold War could be viewed as an expression of the ideological struggle between communism and capitalism",Not Question,
" The United States faced a new uncertainty beginning in September 1949, when it lost its monopoly on the atomic bomb.",Not Question,
" American intelligence agencies discovered that the Soviet Union had exploded its first atomic bomb, with the consequence that the United States potentially could face a future nuclear war that, for the first time, might devastate its cities",Not Question,
" Given this new danger, the United States participated in an arms race with the Soviet Union that included development of the hydrogen bomb, as well as intercontinental strategic bombers and intercontinental ballistic missiles (ICBMs) capable of delivering nuclear weapons",Not Question,
" A new fear of communism and its sympathizers swept the United States during the 1950s, which devolved into paranoid McCarthyism",Not Question,
" With communism spreading in China, Korea, and Eastern Europe, Americans came to feel so threatened that popular and political culture condoned extensive ""witch-hunts"" to expose communist spies",Not Question,
" Part of the American reaction to the Soviet atomic and hydrogen bomb tests included maintaining a large Air Force, under the control of the Strategic Air Command (SAC).",Not Question,
" SAC employed intercontinental strategic bombers, as well as medium-bombers based close to Soviet airspace (in western Europe and in Turkey) that were capable of delivering nuclear payloads",Not Question,
"For its part, the Soviet Union harbored fears of invasion",Not Question,
" Having suffered at least 27 million casualties during World War II after being invaded by Nazi Germany in 1941, the Soviet Union was wary of its former ally, the United States, which until late 1949 was the sole possessor of atomic weapons.",Not Question,
" The United States had used these weapons operationally during World War II, and it could use them again against the Soviet Union, laying waste its cities and military centers",Not Question,
" Since the Americans had a much larger air force than the Soviet Union, and the United States maintained advance air bases near Soviet territory, in 1947 Stalin ordered the development of intercontinental ballistic missiles (ICBMs) in order to counter the perceived American threat.",Not Question,
"In 1953, Korolev was given the go-ahead to develop the R-7 Semyorka rocket, which represented a major advance from the German design.",Not Question,
" Although some of its components (notably boosters) still resembled the German G-4, the new rocket incorporated staged design, a completely new control system, and a new fuel.",Not Question,
" It was successfully tested on August 21, 1957 and became the world's first fully operational ICBM the following month",Not Question,
